id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster
188520,Tray of Assorted pastry,,1,1,1939,1939,0.0,0.0,13
402058,Fresh Garden Salads with a dressing of your choice,,1,1,2001,2001,,,0
227039,Ricciardi Ice Cream,,1,1,1964,1964,0.0,0.0,24
332979,Pigs Knuckles & Sauer Kraut,,1,1,1941,1941,1.15,1.15,0
233018,"Chardonnay, Simi, Mendocino",,1,1,1984,1984,8.2,14.25,15
53199,Chicken Patties with fresh Mushrooms,,1,1,1901,1901,0.0,0.0,19
333293,SELECTED SIRLOIN STEAK AU CRESSON,,1,1,1941,1941,3.75,3.75,15
59595,Deviled Pigs Feet,,1,1,1900,1900,0.0,0.0,19
2688,Absinthe Cocktail,,14,16,1901,1916,0.15,1.25,10
483721,"Hamburger Roast, Mushroom Sauce, Baked Macaroni and Cheese",,1,1,0,0,0.0,0.0,16
156504,Imported Chauvenet (Red Cap),,1,1,1955,1955,0.0,0.0,21
115702,"Roast guinea hen, currant jelly, whole ",,1,1,1905,1905,2.5,2.5,22
114962,"Boiled New Potatoes,",,1,1,1899,1899,0.0,0.0,19
58971,Duck and Jelly,,1,1,1900,1900,0.0,0.0,19
270537,"Grilled Young Chicken (half), Tomato and Asparagus Tips",,1,1,1950,1950,1.95,1.95,22
192113,"No.2-Minced Chicken and Green Peppers, June Peas, Mashed Potatoes Bread and Butter, Dessert, Tea, Coffee, Milk",,1,1,1928,1928,0.0,0.0,7
474009,Special Waffles,,1,1,1912,1912,0.3,0.3,11
327045,"Chicken Patty, New Peas, Parsley Potatoes, Palm Garden",,1,1,1939,1939,0.0,0.0,13
157041,Le 1/4 de Volaille a la Broche,,1,1,0,0,0.0,0.0,16
515651,Original Gulyássuppe im Kesselservice,,1,1,0,0,0.0,0.0,16
335042,Planked Steaks with Fresh Vegetables,,1,1,1941,1941,0.0,0.0,13
42553,Egg Caper,,1,1,1900,1900,0.0,0.0,19
40170,Asparagus (canned),,3,3,1901,1907,0.4,0.5,18
372054,"Chocolate, Maple or Caramel Luxuries",,1,1,1921,1921,0.0,0.0,5
314946,Sliced Tomato-Onion Salad,,1,1,1948,1948,0.6,0.6,23
279908,Cherry Crub Cake,,1,1,1954,1954,0.5,0.5,23
267874,"BROILED SUGAR-CURED HAM STEAK, Glaced Pineapple and Cherry, Potatoes and Vegetables",,1,0,1950,1950,1.75,1.75,22
417330,"Bries gebacken, Sc remoulade und Salatplatte",,1,1,1954,1954,0.0,0.0,14
165338,Anguille en Galee,,1,1,1968,1968,0.0,0.0,24
252097,Valle Freres White (Small),,1,1,1959,1959,1.5,1.5,0
178884,70,,2,2,0,0,0.0,0.0,16
56309,Marinierte Haringe,,1,1,1901,1901,0.0,0.0,19
186767,Decaffinated Coffee,,6,6,1946,1997,0.55,1.5,12
32626,Soda Crackers half order with small pitcher cream,,1,1,1900,1900,0.0,0.0,19
384356,California Stewed Prunes,,1,1,1918,1918,,,4
286566,Truite de Riviere Fumee 9/6,,1,1,1963,1963,0.0,0.0,24
18775,Pouding a l'imperatrix,,1,1,1900,1900,,,4
481369,"Little Neck Clam Chowder, cup",,1,1,0,0,0.0,0.0,16
441006,1911 Chat. Gruaud Larose,,3,3,1918,1918,1.6,26.75,15
296539,Old Fashioned (with Bonded Whiskey),,1,1,1955,1955,0.75,0.75,23
316713,"Veuve Clicquot-Ponsardin, Dry, 1942",,1,1,1948,1948,14.0,14.0,6
343629,Volnay 1929,,1,1,1938,1938,0.0,0.0,13
332428,Pineapple Blanc Mange,,1,1,1941,1941,0.0,0.0,13
404124,"Chicken Omelet, Butter Cakes, Toast or Bread",,2,2,1914,1916,0.25,0.25,9
184827,Broiled Halibut Steak Ventura,,2,2,0,0,7.95,7.95,3
52768,"Roast Beef, Horseradish sauce",,5,5,1937,1963,,,12
399129,"Poussin de bruyere en cocotte, pommes d'arbres",,4,4,1917,1917,2.0,2.0,22
186031,Jellied Beef Broth,,23,24,1933,1987,0.2,0.3,14
371219,Sugar-Cured Ham Saute with Glazed Apple and New Succotash,,1,1,1933,1933,0.0,0.0,13
455487,Lobster Patties (2),,2,2,1913,1913,0.75,75.0,6
426507,Brandied Pineapple Cocktail,,1,1,1915,1915,0.6,0.6,8
221727,Le Cafe' de Colombie,,1,1,1966,1966,0.0,0.0,24
86709,Ragout of Spring Lamb with Vegetables.,,1,1,1901,1901,0.0,0.0,19
487317,"Philadelphia Spring Chicken Stuffed, Lettuce Salad",,1,1,1913,1913,0.5,0.5,8
303992,Sliced Tomato Sandwich,,1,1,1945,1945,0.0,0.0,13
48170,"Potatoes, mashed to order",,3,3,1906,1907,0.1,0.15,2
380257,[Salad] Chiffonade,,1,1,1919,1919,0.6,0.6,8
136123,Les jambons de Bertrix a l'os et choix de crudites,,1,1,0,0,0.0,0.0,16
88701,"Johannisberger, Wm. Nourney, Koeln, Carl Acker and Other Growers",,1,1,1906,1906,2.0,2.0,22
408140,Scrambled eggs (2) on toast,,1,1,1917,1917,0.2,0.2,9
469226,Cold Virginia Ham,,1,1,1912,1912,0.5,0.5,8
486220,Soft Shell Crabs on Toast,,1,1,1913,1913,0.6,0.6,8
413330,"Eperlans frits, sauce Remoulade",,1,1,1917,1917,0.75,0.75,1
412120,Tomatoe aux croutons,,2,2,1917,1917,0.1,0.1,9
113945,"Salmon, smoked",,1,1,1900,1900,0.3,0.5,11
51942,Rarebits -- Welsh rarebits,,1,1,1901,1901,0.3,0.3,2
31706,Pompano auf Louisianaer Art,,1,1,1901,1901,0.0,0.0,19
418478,Paprika of veal with home-made noodles,,1,1,1917,1917,0.6,0.6,8
296600,"BROILED HALF SPRING CHICKEN, Colbert Sauce, French Fried or Mashed Potatoes, Brussels Sprouts in Butter",,1,1,1955,1955,2.0,2.7,15
72071,Broiled Philadelphia Squab on Toast and Jelly,,1,1,1906,1906,0.0,0.0,5
232888,Consomme Infante,,1,1,1965,1965,0.0,0.0,24
508417,"Poached Eggs on Spinach, with potatoes",,1,1,1987,1987,4.5,4.5,15
10903,"Poached Eggs, Alsatian",,1,1,1901,1901,0.0,0.0,19
466053,"EGGS, boiled (3)",,1,1,1918,1918,0.3,0.3,18
468961,Smoked salmon in slices,,1,1,1917,1917,0.3,0.3,18
208785,Spargelspitzen in brauner Butter Scmeltzkartoffeln,,1,1,1969,1969,0.0,0.0,24
152868,Entremets au chocolat noir & amer et sa sauce au cafe,,1,1,0,0,0.0,0.0,16
280259,Snowdrift Potatoes,,1,1,1957,1957,0.0,0.0,21
57997,Herb- and Parmesan-cheese.,,1,1,1901,1901,0.0,0.0,19
342466,Cold Consomme with Tomatoes,,1,1,1934,1934,0.0,0.0,13
351617,PROSCIUTTINO DE QUAGLIA PROFUMATA ALLA SALVIA,,1,1,2012,2012,0.0,0.0,17
479339,Geräucherter Rheinlachs,,3,3,1900,1900,,,4
379297,"Clicquot,  Yellow Label  Champagne",,2,2,1918,1919,3.25,14.0,15
154403,Shopsy's Deli Platter,,1,1,0,0,0.0,0.0,16
55341,"Dry, buttered, milk and cream toast",,1,1,1900,1900,0.0,0.0,19
441785,ROAST TENDERLOIN a la FRANCE,,1,1,1914,1914,,,4
2787,"ALLSOPP'S ALE, STOUT BASS'S ALE",,1,1,1901,1901,0.0,0.0,19
285096,Diced Cherry Jello,,1,1,1961,1961,0.45,0.45,23
275979,Rolls or Bread and Butter,,1,1,1944,1959,0.1,0.1,14
488108,Otard dupuy & co XXX,,1,1,1913,1913,0.15,0.25,9
88433,Braised celery au jus,,8,8,1906,1959,0.0,0.6,7
51440,ROAST PORK--STUFFING--APPLE SAUCE,,1,1,1900,1900,0.0,0.0,19
2636,Bowl of cream with rice,,2,2,1901,1901,0.3,0.3,2
329650,"Vintners' American Champagne (retail, bottle)",,1,1,1940,1940,2.49,2.49,22
452828,"Sprung Lamb, U S mint sauce",,1,1,0,0,0.0,0.0,16
418146,Jumbo squab in casserole,,1,1,1917,1917,1.4,1.4,22
488216,"Martell, three star",,4,4,1913,1913,0.15,2.5,4
296270,Imported Anchovy Canape,,1,1,1955,1955,0.75,0.75,23
507617,Peach Cardinal,,1,1,1940,1940,,,12
284869,Roastbeef Sc. tartare,,1,1,1964,1964,0.0,0.0,24
314010,Assorted Cheese Served from Tray,,1,1,1948,1948,0.0,0.0,13
187123,"Bread and Butter: Raisin, Prune, Rye, Graham or White",,1,1,1920,1920,0.15,0.15,9
243165,salad of fresh fruits,,1,1,1985,1985,3.0,3.0,15
362193,Beef Salad Escoffier,,1,1,1933,1933,0.0,0.0,13
279992,Herbed Profiteroles with Five Cheeses,,1,1,1994,1994,0.0,0.0,17
301531,"Chicken Salad on Tomato, with Cole Slaw and Hard Boiled Egg",,1,1,1955,1955,0.0,0.0,21
457599,"Spaghetti, Italian Style",,2,2,1914,1914,0.15,0.5,11
298278,Ponhause mit Gabroda Oi,,1,1,1955,1955,0.0,0.0,21
94864,Solferino,,1,1,1900,1900,0.25,0.25,2
350051,Assorted Cold Meat with Chicken,,10,10,1933,1933,1.35,1.6,22
296460,Meringuettes with Filberts,,2,2,1955,1965,0.0,0.0,24
444348,"Ye Olde Fashion Peach Short Cake, Whipped Cream",,1,1,1914,1914,0.15,0.15,9
187417,"BROILED BONED BOSTON SCROD,Maitre d'Hotel Butter, Parsley Potatoes String Beans au Gratin",,1,1,1961,1961,0.0,0.0,24
142739,Steak Diane,,11,11,1961,1975,0.0,9.75,15
163293,Poulet grille a la mexicane,,1,1,0,0,0.0,0.0,16
151667,Meeresfruchte Ragout im Reisrand,,1,1,1974,1974,0.0,0.0,17
501735,Milk with pure cream,,1,1,1913,1913,0.3,0.3,11
506866,eggs a la marchand de vin,,2,2,1918,1918,0.45,0.45,8
148802,1/2 geeiste Honigmelone,,1,1,0,0,0.0,0.0,16
151433,Jarret de vo aux courgettes,,1,1,0,0,0.0,0.0,16
30842,Vieux Cognac - Individual Bottle,,1,1,1901,1901,0.0,0.0,19
134291,"Sirloin steak ""Cafe de Paris"", vegetables",,1,1,0,0,0.0,0.0,16
155242,Broiled Lobster (1 1/2 lb),,1,1,1955,1955,4.45,4.45,15
156528,Martin's Fine and Rare (20 years old),,2,2,1955,1959,0.0,0.0,21
97592,Absecom Salts on Half Shell,,1,1,1891,1891,0.0,0.0,19
490756,"Thé, TEA",,1,1,1973,1973,,,12
221819,Bluepoint Oysters on the Half Shell,,11,11,1940,1966,0.25,2.5,12
416588,Tomato Robespierre,,2,2,1917,1917,0.4,0.4,18
248729,Lamb Kidneys 12/6,,1,1,1959,1959,0.0,0.0,24
276540,"Pigs Knuckles, Sauerkraut",,1,1,1961,1961,1.2,1.2,0
157289,Avocado-Shrimp,,1,1,0,0,1.75,1.75,16
125696,"Veal Schnitzel, Hungarian Style",,1,1,1901,1901,0.0,0.0,19
457539,Boeuf Strogonoff,,1,1,0,0,0.0,0.0,16
174731,Decorated Cakes,,2,2,1965,1986,3.5,3.5,15
277425,"Grilled Sirloin Steak with Roasted Onions and Cafe de Paris Butter, Demi-Glace, Lyonnaise Potatoes, Asparagus",,1,1,2001,2001,0.0,0.0,17
398762,"Eggs, Rossini (shirred with chicken livers)",,1,1,1917,1917,0.6,0.6,8
295028,"Imported Celery Hearts Salad with Crablegs, Sliced Egg, Anchovies a la Victor",,1,1,1953,1953,0.0,0.0,14
420415,Mince or green apple pie,,1,1,1918,1918,0.15,0.15,9
952,Brawn,,157,157,1892,1910,0.0,0.0,19
110316,Rehsteak Sauce Madeira,,1,1,1899,1899,0.0,0.0,19
52859,Rex,,2,2,1890,1890,,,4
273105,French Onion Soup with Crouton,,2,2,1961,1964,0.25,0.4,24
444246,Planked (per person) (Garniture and Sauces for Steaks),,1,1,1914,1914,0.5,0.5,8
463405,"Vanilla, Peache, Pistache, Strawberry, Coffee or Chocolate Ice Cream",,1,0,0,0,0.0,0.0,16
279692,"Twin Chicken Kabob Platter -- White meat of chicken, marinated in teriyaki sauce, skewered with tomato, onion, pepper and mushrooms; char broiled and served with salad and cottage fries",,1,1,1985,1985,5.95,5.95,15
384917,"Ice Cream, all Flavours",,1,1,1918,1918,,,4
398716,"Lamb Feet, Poulette",,3,3,1912,1917,0.35,0.6,18
56065,Cup of coffee and rolls,,1,1,1901,1901,0.15,0.15,2
44568,Pony Brandy,,8,8,1892,1915,0.2,0.4,11
396053,"Ruinart, Brut champagne",,2,2,1917,1917,3.25,6.5,15
122764,"Ice Cream, per pt",,1,1,1900,1900,0.25,0.25,2
152125,"Merengue glacée, chantilly",,1,1,0,0,0.0,0.0,16
193198,"Broiled Ham with Two Eggs, any Style",,1,1,1940,1940,0.0,0.0,13
6340,Chicken a la Seymour,,2,2,1907,1907,2.0,2.0,22
291141,"Cocktail mit fr. Helg. Hummer, Toast und Butter",,1,1,1963,1963,0.0,0.0,24
38114,"Gin (Booth's Old Tom), Individual $.20",,1,1,1900,1900,0.0,0.0,19
279681,"Jumbo Crabmeat Lump, Mornay",,1,1,1954,1954,0.0,0.0,14
509957,"Borgskum mousserande vin, söt (mousserande svenskt fruktvin)",,1,1,1938,1938,0.0,0.0,13
297295,"Scampis ""Hausfrauen Art"" mit Reis und Kopfsalat",,1,1,1955,1955,0.0,0.0,21
382394,"Potage Gombo, a la Creole",,1,1,1916,1916,,,4
201208,Ruhreier mit Sardinen,,1,1,1910,1910,0.0,0.0,5
114741,Bols gin,,6,6,1907,1959,0.0,0.6,7
80781,Oeufs aux petits lards,,1,1,1901,1901,0.0,0.0,19
7605,Clam Cakes,,2,2,1906,1906,0.1,0.1,5
210887,"Two Eggs, Cooked as Ordered with Bacon",,1,1,1970,1970,1.85,1.85,22
457644,"Sauerbraten, Kartoffel Kloess",,1,1,0,0,0.0,0.0,16
163256,Escalivada Catalana con Jamon Curado,,1,1,1991,1991,9.5,9.5,15
141696,Vermicelles mit Rahm,,6,6,1957,1983,0.0,0.0,24
42389,"Philadelphia Capon, Parsley Sauce",,3,3,1891,1900,0.0,0.0,19
129613,Wurtzburger and Pilsner,,1,1,1900,1900,0.1,0.1,19
367716,"Potatoes, Dixie",,2,2,1933,1933,0.0,0.0,13
310913,Tongue sandiwich,,1,1,1947,1947,1.5,1.5,22
505950,"Pointes d'asperges, Velouté",,1,1,1905,1905,,,4
167637,Chateau Roudier (Montagne St-Emilion) 1961,,1,1,1977,1977,0.0,0.0,17
320968,Home Made Strudel,,1,1,1943,1943,0.1,0.1,13
356918,"Roasted Vermont Turkey, sage dressing, candied yams, mashed yellow turnips, Brussels sprouts",,1,1,1933,1933,0.0,0.0,13
304772,"Bourgogne Vieux, Magnum",,1,1,1955,1955,0.0,0.0,21
434505,"G, H, Mumm & Co.'s Extra Dry",,1,1,1914,1914,1.0,4.0,15
178969,"Mireille (Tomatoes, onions, croutons, rice, fines herbs)",,1,1,0,0,10.5,10.5,3
426283,omelete bertin,,1,1,1918,1918,0.6,0.6,8
349615,Okra Creole soup,,17,17,1933,1933,0.4,0.4,18
425830,Beefsteak grille a la Bordelaise,,1,1,1915,1915,,,4
237811,Thunfisch mit Toast,,2,2,1955,1958,0.0,0.0,21
79906,Souffle Algerien,,2,2,1906,1906,0.3,5.0,15
133742,Shanghai-Suppe,,1,1,1981,1981,0.0,0.0,17
511071,"Sopa de Bolitas - Corn dumplings in a chicken and tomato broth, topped with grated cheese",,1,1,1985,1985,3.25,3.25,15
2812,Paul Jones,,13,13,1900,1959,0.1,1.5,10
457707,"Chicken Saute, Plain in Butter, Half",,1,1,0,0,0.0,0.0,16
71889,Kapaunen-Suppe a la Montgelas,,2,2,1899,1899,0.0,0.0,19
85114,"Roderick Dhu, Scotch",,1,1,1905,1905,0.15,2.0,10
140480,Hoamrd Grille ou a la Nage,,1,1,1956,1956,0.0,0.0,21
480311,Pork Barbecue Sandwich,,1,1,0,0,0.0,0.0,16
479233,"84er Kreuznacher Narrenkappe Scheurebe, QbA -feines Sortenbukett, lieblich- Erzeugerabfüllung Weingut P. Annhäuser",,1,1,0,0,0.0,0.0,16
422409,CELERY SOUP,,1,1,1915,1915,,,4
28912,Lemon meringue,,10,10,1889,1906,0.05,0.15,19
348658,"Indisches Reisfleisch (dreierlei Fleisch, Morcheln, Cherry, Gemuse, Mango-Chutney)",,1,1,0,0,0.0,0.0,16
330404,"Louis Sherry Fine Ice Cream, Chocolate",,1,1,1940,1940,0.2,0.2,7
54871,"Schnittbohnen, englische Art",,4,4,1900,1901,0.0,0.0,19
45362,Consomme de Volaille a la Pekin,,1,1,1900,1900,0.0,0.0,19
122204,Savory Rice,,1,1,1905,1905,0.0,0.0,5
114155,"Broiled Shad with Roe, Colbert",,1,1,1901,1901,0.0,0.0,19
127627,"Maximiner Gruenhaeser, F. Handrich Moselle Wine",,1,1,1901,1901,0.0,0.0,19
105504,Boeuf presse a l'Epicure,,1,1,1907,1907,0.0,0.0,5
380794,Fresh Fruit,,60,72,1913,1965,0.4,50.0,6
447689,clam Patty,,1,1,1914,1914,0.35,0.35,18
208906,le Homard a la Newburg,,1,1,1969,1969,0.0,0.0,24
98857,Brie and Roquefort,,1,1,1906,1906,0.0,0.0,5
450242,"HALF ROAST CHICKEN, PIEMONTAISE",,1,1,1914,1914,,,4
420611,Creme D'Menthe Parfait,,1,1,1977,1977,1.25,1.25,0
103555,Euchered Figs (relish),,1,1,1900,1900,0.0,0.0,19
14075,Jungle Tea,,1,1,1900,1900,0.0,0.0,19
328411,"Griddle Cakes with 2 Strips of Bacon, includes choice of Fruits, Juices or Cereals with Toast, Rolls or one Sweet Roll and Beverages",,1,1,1940,1940,0.0,0.0,13
113558,"G.H. Mumm's & Co.S, Extra Dry",,1,1,1900,1900,1.75,3.5,15
334349,"Pond,",,1,1,1900,1900,0.0,0.0,19
290685,Genoese minestrone,,1,1,1963,1963,0.0,0.0,24
201147,Mulligatawnaysuppe,,1,1,1910,1910,0.0,0.0,5
392283,Fried Bacon with German Fried Potatoes with Tea,,1,1,1917,1917,0.25,0.25,9
272550,Cold Sliced Long Island Duckling with Fruit Salad,,1,1,1950,1950,0.0,0.0,13
481892,"prime ribs of beef, potato or vegetable salad",,1,1,1913,1913,0.3,0.3,11
167870,Old Fashion,,33,33,1937,1981,0.0,1.5,23
300194,Scholle gebr Mullerin mit Mayonnaisensalat,,1,1,1955,1955,0.0,0.0,21
248267,Guinness (pint),,1,1,1957,1957,0.75,0.75,23
283211,Bombe Glace Mignon,,1,1,1954,1954,0.0,0.0,14
111409,Fausse Tortue a l'Anglaise,,2,2,1908,1908,0.0,0.0,5
249752,Sharp Cheese served with Crackers or Rye Crisp,,1,1,1957,1957,0.25,0.25,7
466624,"Sweetbread, Japonaise",,1,1,1912,1912,0.75,0.75,1
428988,G H Mumm's Selected Brut,,6,6,1907,1914,5.0,5.0,15
446371,small sirloin steak with two fried eggs,,4,4,1913,1914,0.4,0.4,18
70703,Broiled Half Lobster,,2,2,1900,1948,0.0,0.0,5
217069,Wild Blueberry Ice Cream,,2,2,1973,1973,0.0,0.0,17
115215,Boiled Jowl,,1,1,1897,1897,0.0,0.0,19
453938,wine cups,,3,3,1900,1900,0.25,0.75,11
379732,Iced-tea or coffee,,1,1,1919,1919,0.25,0.25,9
46883,Corned Pork and Mashed Turnips,,2,2,1900,1900,0.0,0.0,19
451778,Rack of Lamb (20min.),,2,1,1914,1914,75.1,75.1,6
429635,Omelet with parsley,,5,5,1900,1914,0.3,0.45,11
510966,consomme excelsior,,1,1,1917,1917,0.45,0.45,8
163920,"Hamburger auf Hefebrotchen, Tomaten und Zwiebelringe",,1,1,1974,1974,0.0,0.0,17
257992,"TRIPLE DRAGON  A gastronomic triumph of Spanish shrimp, chicken livers, barbecued pork and chicken dextrously seasoned and sauteed with mushrooms, water chestnuts, bamboo shoots and snow peas.",,1,0,1962,1962,0.0,0.0,24
290075,"Schweinefilet in Sahne, fr. Champignons, Kartoffelbrei",,1,1,1963,1963,0.0,0.0,24
236710,Grilled carp with tartar sauce,,1,1,1970,1970,0.0,0.0,24
208237,Les Filets de Plie Frits Sauce Tartare,,1,1,1969,1969,0.0,0.0,24
123370,Pontet Canet A Big and Little Smoke,,1,1,1900,1900,0.0,0.0,19
242354,Pork Chop (1),,27,31,1915,1958,0.0,1.45,10
56680,"English Muffin, Toasted",,1,1,1900,1900,0.15,0.15,2
178924,Römischer Salon,,1,1,0,0,0.0,0.0,16
297065,"HAMBURGER YORKTOWNE Fresh Round Steak ground, on Toasted Bun, Cole Slaw or Mixed Green Salad, Du Jour Potato, Beverage",,1,1,1955,1955,0.0,0.0,21
475470,french bread,,1,1,1988,1988,,,12
341605,Boiled Celery,,1,1,1934,1934,0.0,0.0,13
500887,Cream stew  [Oysters],,1,1,1913,1913,0.4,0.4,18
154547,"Chili with Tortilla Chips - Zesty beef and bean chili, to warm the insides",,1,1,0,0,0.0,0.0,16
97538,Russian Cavier and Minced onions sandwich,,1,1,1905,1905,0.0,0.0,5
333772,Today's Special Apertif - Manhattan,,1,0,1941,1941,0.0,0.0,13
104144,Creme de Cognac,,1,1,1892,1892,0.15,0.15,2
63866,Petits Gateau a la Financiere,,1,1,1900,1900,0.0,0.0,19
161143,Kafeauswahl,,1,1,1987,1987,0.0,0.0,17
476547,Broiled Fresh Swordfish,,1,1,1957,1957,2.5,2.5,22
968,Vermicelli Pudding,,29,29,1900,1933,0.2,25.0,15
87154,Gludwin,,1,1,1886,1886,0.0,0.0,19
350319,"Clams, Casino",,87,87,1918,1933,0.6,0.85,1
263726,Bowl of Crudites and Dip,,1,1,1987,1987,9.5,9.5,15
189801,White Mushroom Chop Suey,,1,1,1938,1938,0.0,0.0,13
384297,"Pot-au-feu, Polish",,1,1,1918,1918,0.45,0.45,8
80968,Filet of Sole with Tartare Sauce,,1,1,1900,1900,0.3,0.5,11
270994,Fisch-Spezialsuppe (Bouillabaisse(,,1,1,1961,1961,0.0,0.0,24
248412,Franz. Cognac und Likore,,1,1,1958,1958,0.0,0.0,24
459663,"Johannisberger Klaus Riesling, 1905",,1,1,0,0,0.0,0.0,16
347624,"Curacao, Bols",,1,1,1938,1938,0.0,0.0,13
504970,ORANGE WATER ICE,,1,1,1901,1901,,,4
149626,Supreme de Barbue Bonne Femme,,2,2,1987,1987,0.0,0.0,17
439584,American Ch. Sandwich,,1,1,1894,1894,0.1,0.1,19
74462,Old Jordan (1881),,1,1,1900,1900,0.15,1.5,10
461289,Lettuce Heart,,1,0,0,0,0.0,0.0,16
374747,"Salisbury steak, smothered onions, hashed browned potatoes",,1,2,1920,1920,0.75,0.75,1
385684,Friandises (p.p.),,1,1,1918,1918,0.15,0.15,9
138499,"Fresh Fruit, Juice or Cereals; Two eggs your choice, Waffles or Hot Cakes; Toast or Danish Pastry; Marmalade or Honey; Coffee or Tea",,1,1,0,0,0.0,0.0,16
350201,"Broiled Bluefish, Maitre d'Hotel, potatoes Olivettes, new peas in cream",,2,2,1933,1933,0.0,0.0,13
31490,Gefullte Kartoffeln,,2,2,1901,1901,0.0,0.0,19
73415,1/2 Roasted or Broiled Grouse,,1,1,1900,1900,0.75,0.75,1
132463,Serbische Bohnsnsuppe,,1,1,0,0,0.0,0.0,16
334926,"Chateau d'Yquem, 1928",,1,1,1941,1941,0.0,0.0,13
94584,GOLDEN PLOVER SUR CANAPE,,5,5,1892,1907,1.0,1.0,1
114171,Pouding Imperatrice,,2,2,1898,1898,0.0,0.0,19
148377,La Noisette d'Agneau Beauharnais,,1,1,0,0,0.0,0.0,16
109691,"Guinness's Dublin Stout, White Label, hf. pts.",,1,1,1900,1900,0.0,0.0,19
85269,"Oysters Fried, Boston Style",,1,1,1906,1906,0.5,1.0,10
272963,3 Ruhreier mit Bratkaroffeln*,,1,1,1961,1961,0.0,0.0,24
94885,"Currant Jelly,",,1,1,1901,1901,0.15,0.15,2
288510,Fried Filet of Sole Sandwich,,3,3,1955,1963,0.9,1.25,12
503118,Romaine and cantaloupe salad,,1,1,1913,1913,0.4,0.4,18
30847,1 Fl. natürlich. Mineralwasser,,1,1,1900,1900,0.0,0.0,19
497888,Fruit Tapioca,,1,1,1913,1913,0.05,0.05,5
474873,Gemüsesalat,,1,1,1912,1912,0.0,0.0,5
488664,Extra Bread or Rolls,,1,1,1913,1913,0.05,0.05,5
480153,Belegte Brote - Schweizer Käse,,1,1,0,0,0.0,0.0,16
1210,"Lettuce, French dressing",,71,71,1890,1928,0.1,0.35,11
333070,"STEWED SNAPPER, Maryland, French Fried Potatoes, Peas, Coffee",,1,1,1941,1941,1.0,1.0,0
453229,"Cointreau, Triple Sec",,1,1,0,0,0.0,0.0,16
66655,Oeufs au choix,,6,6,1894,1967,0.0,0.0,13
438771,"Lamb Chop, Printaniere",,2,2,1914,1914,,,4
378875,"Ham sandwich, cold",,1,1,1900,1900,0.1,0.1,19
229060,"Nacho Platter  Crisp Tortilla Chips served with Jalepeno Pepper Cheese, Guacamole and Sour Cream",,1,1,1983,1983,0.0,0.0,17
160559,"1/2 janges Rebhuhn mit Speck gebraten, Weinkraut und Sahnepuree",,1,1,0,0,0.0,0.0,16
73863,Oublies a la creme,,1,1,1884,1884,,,4
337393,Grilled Ham or Bacon,,2,2,1914,1937,0.7,0.7,1
11309,"Braized Turkey, Cranberry Sauce",,1,1,1901,1901,0.0,0.0,19
200122,"Kartoffel-, Tomaten-, Rothohl und Bremer Salat",,1,1,1910,1910,0.0,0.0,5
352498,"Schweppe's Ginger Ale, Imported",,26,26,1932,1933,0.0,0.0,13
95430,Coupe Helene,,16,16,1905,1971,0.0,1.25,11
104106,Cresses salad,,5,5,1892,1900,0.15,20.0,15
